Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,4.2,"₹71,899₹84,99915% off",https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k3605zc-rp587ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ5VWHNPYW&lid=LSTCOMH2XBQ5VWHNPYW4A59TT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_637&otracker=search&fm=organic&iid=en_cWW9BG-AAQI3CdEYK7VOcsjGeNTdwLhKSPzDsTwIyHsw4RAjGgr0_KrXq51xsM8j0cdTrIizxXqRrR8MgXtWvfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,Not found,1.80 Kg,720p HD camera With privacy shutter,40.64 cm (16 Inch)
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4,"₹63,990₹75,14214% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa2703tx-gaming-laptop/p/itm280d703c08614?pid=COMH8VXV7FW2SDAX&lid=LSTCOMH8VXV7FW2SDAXP1L8IA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_638&otracker=search&fm=organic&iid=en_cWW9BG-AAQI3CdEYK7VOcsjGeNTdwLhKSPzDsTwIyHsb40TFYprgm1zrr7eTGCJh3ugL-v8sDDAA70u51qjFrg%3D%3D&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
Avita Liber E Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AM15A2INT56F-CHF Thin a...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayPre loaded windows APP1 Year Manufacturing Warranty,3.4,"₹25,990₹59,98056% off",https://www.flipkart.com/avita-liber-e-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-am15a2int56f-chf-thin-light-laptop/p/itm7b5db66b53509?pid=COMGZW3N5D29DM5Y&lid=LSTCOMGZW3N5D29DM5YOOJ8JB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_639&otracker=search&fm=organic&iid=f3ae86d0-39d0-45b4-bcd3-e70ae62de24a.COMGZW3N5D29DM5Y.SEARCH&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,3 cell,1.84 kg,1MP,39.62 cm (15.6 inch)
Apple MacBook Air Apple M4 - (24 GB/512 GB SSD/macOS Sequoia) MC7D4HN/A,"Apple M4 Processor24 GB Unified Memory RAMMac OS Operating System512 GB SSD38.86 cm (15.3 inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather1 Year Limited Warranty",Not found,"₹1,64,900",https://www.flipkart.com/apple-macbook-air-m4-24-gb-512-gb-ssd-macos-sequoia-mc7d4hn-a/p/itm2814d44889ee9?pid=COMH9ZWQSAU7H4TG&lid=LSTCOMH9ZWQSAU7H4TGHNJW6M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_640&otracker=search&fm=organic&iid=f3ae86d0-39d0-45b4-bcd3-e70ae62de24a.COMH9ZWQSAU7H4TG.SEARCH&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,Warranty Summary,1.51 Kg,"12MP Center Stage Camera with Support for Desk View, 1080p HD Video Recording, Advanced Image Signal Processor with Computational Video",38.86 cm (15.3 inch)
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,3.7,"₹74,990₹95,74621% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-fa1278tx-gaming-laptop/p/itm12155252a3140?pid=COMH8Z22GGEQZBVQ&lid=LSTCOMH8Z22GGEQZBVQOLETX8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_641&otracker=search&fm=organic&iid=en_cWW9BG-AAQI3CdEYK7VOcsjGeNTdwLhKSPzDsTwIyHuuxj61tTWzExvWVPKnKP4KQrJ-HpwB_8OMuhTL81a3UQ%3D%3D&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,"4-cell, 70 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
HP Pavilion Intel Core Ultra 5 125U - (16 GB/1 TB SSD/Windows 11 Home) 16-af0056TU Thin and Light Lapt...,Intel Core Ultra 5 Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty,4.4,"₹71,990₹92,08321% off",https://www.flipkart.com/hp-pavilion-intel-core-ultra-5-125u-16-gb-1-tb-ssd-windows-11-home-16-af0056tu-thin-light-laptop/p/itmb12a25b64f62b?pid=COMH4KYWQJYGZF2Z&lid=LSTCOMH4KYWQJYGZF2ZSWFIBP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_642&otracker=search&fm=organic&iid=en_cWW9BG-AAQI3CdEYK7VOcsjGeNTdwLhKSPzDsTwIyHu-WDHHmH2_0xFAJaLaBAfHuzOYnMWgCSwRNmmujd-LUg%3D%3D&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,Not found,1.77 Kg,HP True Vision 1080p FHD IR camera,40.64 cm (16 inch)
Lenovo Yoga 7 Intel Core i5 13th Gen 1340P - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin and Light ...,Intel Core i5 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Carry-in Warranty,4.5,"₹85,990₹1,11,69023% off",https://www.flipkart.com/lenovo-yoga-7-intel-core-i5-13th-gen-1340p-16-gb-512-gb-ssd-windows-11-home-14irl8-thin-light-laptop/p/itm3cf756c3e7c1e?pid=COMH44PG7GYR5HXZ&lid=LSTCOMH44PG7GYR5HXZIN2B8Z&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_643&otracker=search&fm=organic&iid=f3ae86d0-39d0-45b4-bcd3-e70ae62de24a.COMH44PG7GYR5HXZ.SEARCH&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,Not found,1.49 Kg,FHD 1080p + IR with Privacy Shutter,35.56 cm (14 Inch)
ASUS TUF Gaming A16 Advantage Edition AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home...,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty,4.3,"₹84,399₹1,13,90025% off",https://www.flipkart.com/asus-tuf-gaming-a16-advantage-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-8-graphics-amd-radeon-rx-7600s-fa617nsr-rl083w-laptop/p/itmd57ebd13f514f?pid=COMH46GJEGSNGUHY&lid=LSTCOMH46GJEGSNGUHYI8LZJJ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_644&otracker=search&fm=organic&iid=f3ae86d0-39d0-45b4-bcd3-e70ae62de24a.COMH46GJEGSNGUHY.SEARCH&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,Not found,2.20 Kg,720P HD camera,40.64 cm (16 inch)
Lenovo V15 G2 AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) V15 G2 ALC Laptop,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Onsite Warranty,3.6,"₹28,090₹45,65038% off",https://www.flipkart.com/lenovo-v15-g2-amd-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-alc-laptop/p/itmf6172499e1c65?pid=COMGHJ46CFUJSZZE&lid=LSTCOMGHJ46CFUJSZZEYSCIDG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_645&otracker=search&fm=organic&iid=f3ae86d0-39d0-45b4-bcd3-e70ae62de24a.COMGHJ46CFUJSZZE.SEARCH&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,2 Cell,1.7 kg,1 MP HD Camera,39.62 cm (15.6 inch)
Lenovo V 14 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Lig...,"Intel Core i3 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Accidentaly Damage Protection + Onsite",Not found,"₹33,890₹72,99053% off",https://www.flipkart.com/lenovo-v-14-2025-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm55fcf03391f9f?pid=COMH9ZGRQAWB3HRE&lid=LSTCOMH9ZGRQAWB3HRERDCIJP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_646&otracker=search&fm=organic&iid=f3ae86d0-39d0-45b4-bcd3-e70ae62de24a.COMH9ZGRQAWB3HRE.SEARCH&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,2 Cell,Warranty Summary,720p HD camera,35.56 cm (14 inch)
HP MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) fd0467TU Thin and Light ...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty,4.1,"₹56,990₹65,38712% off",https://www.flipkart.com/hp-mso-2024-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-fd0467tu-thin-light-laptop/p/itmc8ca0b60f166f?pid=COMH8QXWHJRQKR6P&lid=LSTCOMH8QXWHJRQKR6PRNKDP0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_647&otracker=search&fm=organic&iid=en_cWW9BG-AAQI3CdEYK7VOcsjGeNTdwLhKSPzDsTwIyHuqEsQGt6knBMnwPGS2FIlS_fRPD1DlKxVUUntjKPHCnw%3D%3D&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,"3-cell, 41 Wh Li-ion polymer",1.59 Kg,HP True Vision 1080p FHD camera with temporal noise reduction,39.62 cm (15.6 inch)
DELL 15 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4,"₹50,990₹62,41518% off",https://www.flipkart.com/dell-15-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm68eb02f2bb17d?pid=COMH8EPFFM2FYZZZ&lid=LSTCOMH8EPFFM2FYZZZQJGNRG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_27_648&otracker=search&fm=organic&iid=en_cWW9BG-AAQI3CdEYK7VOcsjGeNTdwLhKSPzDsTwIyHvGWiimfDlZg0xKuptldiQCjHN7j3TsnvStSX7fSI053aV8WX5krIChubBlraAu4CQ%3D&ppt=pp&ppn=pp&ssid=7yesax6hi80000001746969397558&qH=312f91285e048e09,Up to 7 Hrs*,1.66 Kg,Not found,39.62 cm (15.6 Inch)
Lenovo V 15 (2025) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light ...,"AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Pro1 Year Onsite Warranty",Not found,"₹27,890₹52,99047% off",https://www.flipkart.com/lenovo-v-15-2025-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-pro-thin-light-laptop/p/itm8a5bab8986d9b?pid=COMH9YS9GF8CGTJX&lid=LSTCOMH9YS9GF8CGTJXLNOUH2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_649&otracker=search&fm=organic&iid=669aadfc-9c4e-498d-b445-ceb6639929cb.COMH9YS9GF8CGTJX.SEARCH&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,2 Cell,1.5 kg,720p HD camera,39.62 cm (15.6 inch)
Lenovo V 15 (2025) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V 15 Thin and Light...,"AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2021, Windows 11 Home1 Year Onsite Warranty",Not found,"₹34,990₹64,99046% off",https://www.flipkart.com/lenovo-v-15-2025-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm8a5bab8986d9b?pid=COMH9YS9Q5AHDWYF&lid=LSTCOMH9YS9Q5AHDWYFADC0CC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_650&otracker=search&fm=organic&iid=669aadfc-9c4e-498d-b445-ceb6639929cb.COMH9YS9Q5AHDWYF.SEARCH&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,2 Cell,1.5 kg,720p HD camera,39.62 cm (15.6 inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹49,990₹62,52620% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_651&otracker=search&fm=organic&iid=en_UKUOZlwd09MNKhRX8BDUPfVMyH8Ty1oCU-s9WrMzYYsBghdjqXyG32IGr7MyXechZ6VOR2GSG53NkTlCJVTk7Q%3D%3D&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_652&otracker=search&fm=organic&iid=en_UKUOZlwd09MNKhRX8BDUPfVMyH8Ty1oCU-s9WrMzYYuzwPgtsGRhoBk0oVAwZ1GEQFu90KZ0xUoPa2wsOhMzjA%3D%3D&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Intel Core i5 Processor (13th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) DisplayNA1 Year Onsite Warranty,4.2,"₹34,990₹64,99046% off",https://www.flipkart.com/infinix-y4-max-series-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itmf0f9170b3ca9f?pid=COMGWWDHGV7EK2ES&lid=LSTCOMGWWDHGV7EK2ESKLAVKQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_653&otracker=search&fm=organic&iid=669aadfc-9c4e-498d-b445-ceb6639929cb.COMGWWDHGV7EK2ES.SEARCH&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,Not found,1.78 kg,1080P FHD+ Video Camera with Dual Star Light,40.64 cm (16 inch)
HP 250R G9 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 42V68PA Thin and Light Lap...,"Intel Core i3 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayHP Support Assistant, Native Miracast Support, HP AudioSwitch, HP Documentation, HP Setup Integrated, OOBE, HP SSRM, HP Jumpstart, McAfee LiveSafe (30 Day Trial), Xerox DocuShare (30 Day Trial)1 Year Onsite Warranty",4.2,"₹31,800₹50,99037% off",https://www.flipkart.com/hp-250r-g9-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-42v68pa-thin-light-laptop/p/itm9015dcea94ace?pid=COMG3N59B6DRHGKW&lid=LSTCOMG3N59B6DRHGKWJTYTCD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_654&otracker=search&fm=organic&iid=669aadfc-9c4e-498d-b445-ceb6639929cb.COMG3N59B6DRHGKW.SEARCH&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,Warranty Summary,1.74 kg,Read/Write Speed,39.62 cm (15.6 inch)
HP 15s Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0022TU Thin and Light Lap...,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹55,999₹73,00023% off",https://www.flipkart.com/hp-15s-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-15-fd0022tu-thin-light-laptop/p/itm7efcb2faf35a3?pid=COMGZVGHPYZHHFRB&lid=LSTCOMGZVGHPYZHHFRBL8P4KL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_655&otracker=search&fm=organic&iid=669aadfc-9c4e-498d-b445-ceb6639929cb.COMGZVGHPYZHHFRB.SEARCH&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,Warranty Summary,1.6 Kg,HP Wide Vision 720p HD camera,39.62 cm (15.6 Inch)
DELL Vostro 3520 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3520 Thin an...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWin 11 + Office H&S 20211 Year Onsite Warranty,4.3,"₹48,990₹68,71828% off",https://www.flipkart.com/dell-vostro-3520-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm8cb48f5a42eb1?pid=COMH8Z22HHSDHEXH&lid=LSTCOMH8Z22HHSDHEXHBTZSMO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_656&otracker=search&fm=organic&iid=669aadfc-9c4e-498d-b445-ceb6639929cb.COMH8Z22HHSDHEXH.SEARCH&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,MS Office Provided,1.65 Kg,HD,39.62 cm (15.6 inch)
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,990₹34,99051% off",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_657&otracker=search&fm=organic&iid=en_UKUOZlwd09MNKhRX8BDUPfVMyH8Ty1oCU-s9WrMzYYuDUn6wRFNXwJDvpofzl-M977SeR54c7PV2oNxSfEWaLg%3D%3D&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch)
DELL Vostro Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Laptop,"Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service",Not found,"₹42,906",https://www.flipkart.com/dell-vostro-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-laptop/p/itm1f57d194ad967?pid=COMHAUD4FA7HCZHE&lid=LSTCOMHAUD4FA7HCZHE2XXSAK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_658&otracker=search&fm=organic&iid=en_UKUOZlwd09MNKhRX8BDUPfVMyH8Ty1oCU-s9WrMzYYtSUFDxoY8I3Y7KUM1yiPOmav1CxYkSC6fcbk-lroiT4fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,MS Office Provided,1.69 Kg,Yes,39.62 cm (15.6 Inch)
Acer ALG Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.5,"₹55,990₹79,99030% off",https://www.flipkart.com/acer-alg-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-al15g-52-gaming-laptop/p/itm49baa92c8edd3?pid=COMH2TPSA8VD24VJ&lid=LSTCOMH2TPSA8VD24VJNSBV2G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_659&otracker=search&fm=organic&iid=669aadfc-9c4e-498d-b445-ceb6639929cb.COMH2TPSA8VD24VJ.SEARCH&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,Not found,1.99 Kg,1.0M HD Video camera,39.62 cm (15.6 Inch)
HP Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a- na1004TU Chrome...,Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System35.56 cm (14 Inch) Touchscreen Display1 Year Onsite Warranty,3.8,"₹23,988₹30,00020% off",https://www.flipkart.com/hp-chromebook-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-14a-na1004tu/p/itm4489ddf90925c?pid=COMGKW2NUQJFVKSC&lid=LSTCOMGKW2NUQJFVKSC8789EM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_660&otracker=search&fm=organic&iid=669aadfc-9c4e-498d-b445-ceb6639929cb.COMGKW2NUQJFVKSC.SEARCH&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,Warranty Summary,1.46 kg,HP 720 Wide Vision HD Camera,35.56 cm (14 Inch)
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,4.2,"₹71,899₹84,99915% off",https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k3605zc-rp587ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ5VWHNPYW&lid=LSTCOMH2XBQ5VWHNPYW4A59TT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_28_661&otracker=search&fm=organic&iid=en_UKUOZlwd09MNKhRX8BDUPfVMyH8Ty1oCU-s9WrMzYYsQnz1kdsCxMSTj7iYurMR00cdTrIizxXqRrR8MgXtWvfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=8843qgmqqo0000001746969477733&qH=312f91285e048e09,Not found,1.80 Kg,720p HD camera With privacy shutter,40.64 cm (16 Inch)
